"I () I, the ninth letter of the English alphabet, takes its form from the Phoenician, through the Latin and the Greek. The Phoenician letter was probably of Egyptian origin. Its original value was nearly the same as that of the Italian I, or long e as in mete. Etymologically I is most closely related to e, y, j, g; as in dint, dent, beverage, L. bibere; E. kin, AS. cynn; E. thin, AS. /ynne; E. dominion, donjon, dungeon.",FALSE
"I () In our old authors, I was often used for ay (or aye), yes, which is pronounced nearly like it.",TRUE
"I () As a numeral, I stands for 1, II for 2, etc.",FALSE
I- (prefix.) See Y-.,TRUE
We (pl. ) of I,FALSE
Our (pl. ) of I,TRUE
Ours (pl. ) of I,FALSE
Us (pl. ) of I,TRUE
I (object.) The nominative case of the pronoun of the first person; the word with which a speaker or writer denotes himself.,FALSE
Iamatology (n.) Materia Medica; that branch of therapeutics which treats of remedies.,TRUE
Iamb (n.) An iambus or iambic.,FALSE
"Iambic (a.) Consisting of a short syllable followed by a long one, or of an unaccented syllable followed by an accented; as, an iambic foot.",TRUE
"Iambic (a.) Pertaining to, or composed of, iambics; as, an iambic verse; iambic meter. See Lambus.",FALSE
Iambic (n.) An iambic foot; an iambus.,TRUE
Iambic (n.) A verse composed of iambic feet.,FALSE
Iambic (n.) A satirical poem (such poems having been anciently written in iambic verse); a satire; a lampoon.,TRUE
Iambical (a.) Iambic.,FALSE
Iambically (adv.) In a iambic manner; after the manner of iambics.,TRUE
Iambize (v. t.) To satirize in iambics; to lampoon.,FALSE
Iambi (pl. ) of Iambus,TRUE
Iambuses (pl. ) of Iambus,FALSE
"Iambus (n.) A foot consisting of a short syllable followed by a long one, as in /mans, or of an unaccented syllable followed by an accented one, as invent; an iambic. See the Couplet under Iambic, n.",TRUE
Ianthinae (pl. ) of Ianthina,FALSE
Ianthinas (pl. ) of Ianthina,TRUE
"Ianthina (n.) Any gastropod of the genus Ianthina, of which various species are found living in mid ocean; -- called also purple shell, and violet snail.",FALSE
"Iatraliptic (a.) Treating diseases by anointing and friction; as, the iatraliptic method.",TRUE
Iatric (a.) Alt. of Iatrical,FALSE
"Iatrical (a.) Of or pertaining to medicine, or to medical men.",TRUE
"Iatrochemical (a.) Of or pertaining to iatrochemistry, or to the iatrochemists.",FALSE
Iatrochemist (n.) A physician who explained or treated diseases upon chemical principles; one who practiced iatrochemistry.,TRUE
"Iatrochemistry (n.) Chemistry applied to, or used in, medicine; -- used especially with reference to the doctrines in the school of physicians in Flanders, in the 17th century, who held that health depends upon the proper chemical relations of the fluids of the body, and who endeavored to explain the conditions of health or disease by chemical principles.",FALSE
Iatromathematical (a.) Of or pertaining to iatromathematicians or their doctrine.,TRUE
"Iatromathematician (n.) One of a school of physicians in Italy, about the middle of the 17th century, who tried to apply the laws of mechanics and mathematics to the human body, and hence were eager student of anatomy; -- opposed to the iatrochemists.",FALSE
Iberian (a.) Of or pertaining to Iberia.,TRUE
Ibexes (pl. ) of Ibex,FALSE
Ibices (pl. ) of Ibex,TRUE
"Ibex (n.) One of several species of wild goats having very large, recurved horns, transversely ridged in front; -- called also steinbok.",FALSE
Ibidem (adv.) In the same place; -- abbreviated ibid. or ib.,TRUE
"Ibis (n.) Any bird of the genus Ibis and several allied genera, of the family Ibidae, inhabiting both the Old World and the New. Numerous species are known. They are large, wading birds, having a long, curved beak, and feed largely on reptiles.",FALSE
-ible () See -able.,TRUE
"-ic () A suffix signifying, in general, relating to, or characteristic of; as, historic, hygienic, telegraphic, etc.",FALSE
"-ic () A suffix, denoting that the element indicated enters into certain compounds with its highest valence, or with a valence relatively higher than in compounds where the name of the element ends in -ous; as, ferric, sulphuric. It is also used in the general sense of pertaining to; as, hydric, sodic, calcic.",TRUE
"Icarian (a.) Soaring too high for safety, like Icarus; adventurous in flight.",FALSE
"Ice (n.) Water or other fluid frozen or reduced to the solid state by cold; frozen water. It is a white or transparent colorless substance, crystalline, brittle, and viscoidal. Its specific gravity (0.92, that of water at 4¡ C. being 1.0) being less than that of water, ice floats.",TRUE
Ice (n.) Concreted sugar.,FALSE
"Ice (n.) Water, cream, custard, etc., sweetened, flavored, and artificially frozen.",TRUE
"Ice (n.) Any substance having the appearance of ice; as, camphor ice.",FALSE
Iced (imp. & p. p.) of Ice,TRUE
Icing (p. pr. & vb. n.) of Ice,FALSE
"Ice (v. t.) To cover with ice; to convert into ice, or into something resembling ice.",TRUE
"Ice (v. t.) To cover with icing, or frosting made of sugar and milk or white of egg; to frost, as cakes, tarts, etc.",FALSE
"Ice (v. t.) To chill or cool, as with ice; to freeze.",TRUE
"Iceberg (n.) A large mass of ice, generally floating in the ocean.",FALSE
"Icebird (n.) An Arctic sea bird, as the Arctic fulmar.",TRUE
"Icebound (a.) Totally surrounded with ice, so as to be incapable of advancing; as, an icebound vessel; also, surrounded by or fringed with ice so as to hinder easy access; as, an icebound coast.",FALSE
Ice-built (a.) Composed of ice.,TRUE
Ice-built (a.) Loaded with ice.,FALSE
"Iced (a.) Covered with ice; chilled with ice; as, iced water.",TRUE
"Iced (a.) Covered with something resembling ice, as sugar icing; frosted; as, iced cake.",FALSE
"Icefall (n.) A frozen waterfall, or mass of ice resembling a frozen waterfall.",TRUE
"Icelander (n.) A native, or one of the Scandinavian people, of Iceland.",FALSE
"Icelandic (a.) Of or pertaining to Iceland; relating to, or resembling, the Icelanders.",TRUE
"Icelandic (n.) The language of the Icelanders. It is one of the Scandinavian group, and is more nearly allied to the Old Norse than any other language now spoken.",FALSE
"Iceland moss () A kind of lichen (Cetraria Icelandica) found from the Arctic regions to the North Temperate zone. It furnishes a nutritious jelly and other forms of food, and is used in pulmonary complaints as a demulcent.",TRUE
"Iceland spar () A transparent variety of calcite, the best of which is obtained in Iceland. It is used for the prisms of the polariscope, because of its strong double refraction. Cf. Calcite.",FALSE
Icemen (pl. ) of Iceman,TRUE
"Iceman (n.) A man who is skilled in traveling upon ice, as among glaciers.",FALSE
Iceman (n.) One who deals in ice; one who retails or delivers ice.,TRUE
"Ice plant () A plant (Mesembryanthemum crystallinum), sprinkled with pellucid, watery vesicles, which glisten like ice. It is native along the Mediterranean, in the Canaries, and in South Africa. Its juice is said to be demulcent and diuretic; its ashes are used in Spain in making glass.",FALSE
"Icequake (n.) The crash or concussion attending the breaking up of masses of ice, -- often due to contraction from extreme cold.",TRUE
Ich (pron.) I.,FALSE
"Ichneumon (n.) Any carnivorous mammal of the genus Herpestes, and family Viverridae. Numerous species are found in Asia and Africa. The Egyptian species(H. ichneumon), which ranges to Spain and Palestine, is noted for destroying the eggs and young of the crocodile as well as various snakes and lizards, and hence was considered sacred by the ancient Egyptians. The common species of India (H. griseus), known as the mongoose, has similar habits and is often domesticated. It is noted for killing the cobra.",TRUE
"Ichneumon (n.) Any hymenopterous insect of the family Ichneumonidae, of which several thousand species are known, belonging to numerous genera.",FALSE
"Ichneumonidan (a.) Of or pertaining to the Ichneumonidae, or ichneumon flies.",TRUE
Ichneumonidan (n.) One of the Ichneumonidae.,FALSE
Ichneumonides (n. pl.) The ichneumon flies.,TRUE
"Ichnite (n.) A fossil footprint; as, the ichnites in the Triassic sandstone.",FALSE
Ichnographic (a.) Alt. of Ichnographical,TRUE
Ichnographical (a.) Of or pertaining to ichonography; describing a ground plot.,FALSE
"Ichnography (n.) A horizontal section of a building or other object, showing its true dimensions according to a geometric scale; a ground plan; a map; also, the art of making such plans.",TRUE
Ichnolite (n.) A fossil footprint; an ichnite.,FALSE
Ichnolithology (n.) Same as Ichnology.,TRUE
Ichnological (a.) Of or pertaining to ichnology.,FALSE
Ichnology (n.) The branch of science which treats of fossil footprints.,TRUE
Ichnoscopy (n.) The search for the traces of anything.,FALSE
Ichor (n.) An ethereal fluid that supplied the place of blood in the veins of the gods.,TRUE
"Ichor (n.) A thin, acrid, watery discharge from an ulcer, wound, etc.",FALSE
Ichorhaemia (n.) Infection of the blood with ichorous or putrid substances.,TRUE
Ichorous (a.) Of or like ichor; thin; watery; serous; sanious.,FALSE
Ichthidin (n.) A substance from the egg yolk of osseous fishes.,TRUE
"Ichthin (n.) A nitrogenous substance resembling vitellin, present in the egg yolk of cartilaginous fishes.",FALSE
Ichthulin (n.) A substance from the yolk of salmon's egg.,TRUE
"Ichthus (n.) In early Christian and eccesiastical art, an emblematic fish, or the Greek word for fish, which combined the initials of the Greek words /, /, / /, /, Jesus, Christ, Son of God, Savior.",FALSE
"Ichthyic (a.) Like, or pertaining to, fishes.",TRUE
Ichthyocol (n.) Alt. of Ichthyocolla,FALSE
Ichthyocolla (n.) Fish glue; isinglass; a glue prepared from the sounds of certain fishes.,TRUE
Ichthyocoprolite (n.) Fossil dung of fishes.,FALSE
Ichthyodorulite (n.) One of the spiny plates foundon the back and tail of certain skates.,TRUE
Ichthyography (n.) A treatise on fishes.,FALSE
Ichthyoid (a.) Alt. of Ichthyoidal,TRUE
Ichthyoidal (a.) Somewhat like a fish; having some of the characteristics of fishes; -- said of some amphibians.,FALSE
"Ichthyolatry (n.) Worship of fishes, or of fish-shaped idols.",TRUE
"Ichthyolite (n.) A fossil fish, or fragment of a fish.",FALSE
Ichthyologic (a.) Alt. of Ichthyological,TRUE
Ichthyological (a.) Of or pertaining to ichthyology.,FALSE
"Ichthyologist (n.) One versed in, or who studies, ichthyology.",TRUE
"Ichthyology (n.) The natural history of fishes; that branch of zoology which relates to fishes, including their structure, classification, and habits.",FALSE
Ichthyomancy (n.) Divination by the heads or the entrails of fishes.,TRUE
Ichthyomorpha (n. pl.) The Urodela.,FALSE
Ichthyomorphic (a.) Alt. of Ichthyomorphous,TRUE
"Ichthyomorphous (a.) Fish-shaped; as, the ichthyomorphic idols of ancient Assyria.",FALSE
"Ichthyophagist (n.) One who eats, or subsists on, fish.",TRUE
"Ichthyophagous (a.) Eating, or subsisting on, fish.",FALSE
"Ichthyohagy (n.) The practice of eating, or living upon, fish.",TRUE
Ichthyophthalmite (n.) See Apophyllite.,FALSE
"Ichthyophthira (n. pl.) A division of copepod crustaceans, including numerous species parasitic on fishes.",TRUE
"Ichthyopsida (n. pl.) A grand division of the Vertebrata, including the Amphibia and Fishes.",FALSE
Ichthyopterygia (n. pl.) See Ichthyosauria.,TRUE
"Ichthyopterygium (n.) The typical limb, or lateral fin, of fishes.",FALSE
"Ichthyornis (n.) An extinct genus of toothed birds found in the American Cretaceous formation. It is remarkable for having biconcave vertebrae, and sharp, conical teeth set in sockets. Its wings were well developed. It is the type of the order Odontotormae.",TRUE
Ichthyosaur (n.) One of the Ichthyosaura.,FALSE
"Ichthyosauria (n. pl.) An extinct order of marine reptiles, including Ichthyosaurus and allied forms; -- called also Ichthyopterygia. They have not been found later than the Cretaceous period.",TRUE
Ichthyosaurian (a.) Of or pertaining to the Ichthyosauria.,FALSE
Ichthyosaurian (n.) One of the Ichthyosauria.,TRUE
Ichthyosauri (pl. ) of Ichthyosaurus,FALSE
"Ichthyosaurus (n.) An extinct genus of marine reptiles; -- so named from their short, biconcave vertebrae, resembling those of fishes. Several species, varying in length from ten to thirty feet, are known from the Liassic, Oolitic, and Cretaceous formations.",TRUE
"Ichthyosis (n.) A disease in which the skin is thick, rough, and scaly; -- called also fishskin.",FALSE
Ichthyotomist (n.) One skilled in ichthyotomy.,TRUE
Ichthyoomy (n.) The anatomy or dissection of fishes.,FALSE
Ichthys (n.) Same as Ichthus.,TRUE
"Icicle (n.) A pendent, and usually conical, mass of ice, formed by freezing of dripping water; as, the icicles on the eaves of a house.",FALSE
Icicled (a.) Having icicles attached.,TRUE
Icily (adv.) In an icy manner; coldly.,FALSE
Iciness (n.) The state or quality of being icy or very cold; frigidity.,TRUE
"Icing (n.) A coating or covering resembling ice, as of sugar and milk or white of egg; frosting.",FALSE
Ickle (n.) An icicle.,TRUE
Icon (n.) An image or representation; a portrait or pretended portrait.,FALSE
"Iconical (a.) Pertaining to, or consisting of, images, pictures, or representations of any kind.",TRUE
"Iconism (n.) The formation of a figure, representation, or semblance; a delineation or description.",FALSE
Iconize (v. t.) To form an image or likeness of.,TRUE
Iconoclasm (n.) The doctrine or practice of the iconoclasts; image breaking.,FALSE
Iconoclast (n.) A breaker or destroyer of images or idols; a determined enemy of idol worship.,TRUE
Iconoclast (n.) One who exposes or destroys impositions or shams; one who attacks cherished beliefs; a radical.,FALSE
"Iconoclastic (a.) Of or pertaining to the iconoclasts, or to image breaking.",TRUE
Iconodule (n.) Alt. of Iconodulist,FALSE
Iconodulist (n.) One who serves images; -- opposed to an iconoclast.,TRUE
Iconographer (n.) A maker of images.,FALSE
Iconographic (a.) Of or pertaining to iconography.,TRUE
"Iconographic (a.) Representing by means of pictures or diagrams; as, an icongraphic encyclopaedia.",FALSE
"Iconography (n.) The art or representation by pictures or images; the description or study of portraiture or representation, as of persons; as, the iconography of the ancients.",TRUE
Iconography (n.) The study of representative art in general.,FALSE
Iconolater (n.) One who worships images.,TRUE
"Iconolatry (n.) The worship of images as symbols; -- distinguished from idolatry, the worship of images themselves.",FALSE
Iconology (n.) The discussion or description of portraiture or of representative images. Cf. Iconography.,TRUE
Iconomachy (n.) Hostility to images as objects of worship.,FALSE
Iconomical (a.) Opposed to pictures or images as objects of worship.,TRUE
"Iconophilist (n.) A student, or lover of the study, of iconography.",FALSE
Icosahedral (a.) Having twenty equal sides or faces.,TRUE
Icosahedron (n.) A solid bounded by twenty sides or faces.,FALSE
"Icosandria (n. pl.) A Linnaean class of plants, having twenty or more stamens inserted in the calyx.",TRUE
Icosandrian (a.) Alt. of Icosandrous,FALSE
Icosandrous (a.) Pertaining to the class Icosandria; having twenty or more stamens inserted in the calyx.,TRUE
Icositetrahedron (n.) A twenty-four-sided solid; a tetragonal trisoctahedron or trapezohedron.,FALSE
"-ics () A suffix used in forming the names of certain sciences, systems, etc., as acoustics, mathematics, dynamics, statistics, politics, athletics.",TRUE
Icteric (n.) A remedy for the jaundice.,FALSE
Icteric (a.) Alt. of Icterical,TRUE
"Icterical (a.) Pertaining to, or affected with, jaundice.",FALSE
Icterical (a.) Good against the jaundice.,TRUE
Icteritious (a.) Alt. of Icteritous,FALSE
Icteritous (a.) Yellow; of the color of the skin when it is affected by the jaundice.,TRUE
"Icteroid (a.) Of a tint resembling that produced by jaundice; yellow; as, an icteroid tint or complexion.",FALSE
Icterus (a.) The jaundice.,TRUE
"Ictic (a.) Pertaining to, or caused by, a blow; sudden; abrupt.",FALSE
